ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
	0000004872	2003/05/24	図説　国民の歴史　１４／近代日本の百年／大陸制覇のプログラム			日本近代史研究会．編	210.6	ﾆ	14	国文社	1965	111	30	2003
	0000004878	2003/06/22	近世随想集　／日本古典文学大系　９６		日本古典文学大系　９６	中村　幸彦．他	914.5	ﾅﾕ	96	岩波書店	1965	587	22	2003
	0000004890	2003/12/01	岩波西洋人名辞典		辞典	岩波書店編集部．編	280.3	ｲ		岩波書店	1956	1962	22	2003
	0000004919	2003/06/21	五山文學集／江戸漢詩集　／日本古典文学大系　８９		日本古典文学大系　８９	山岸　徳平	919.4	ﾔﾄ	89	岩波書店	1966	502	22	2003
	0000004921	2003/06/10	古今著聞集　／日本古典文学大系　８４		日本古典文学大系　８４	永積　安明．他	913.4	ﾅﾔ	84	岩波書店	1966	631	22	2003
	0000004940	2003/06/21	曾我物語　／日本古典文学大系　８８		日本古典文学大系　８８	市古　貞次．他	913.4	ｲﾃ	88	岩波書店	1966	464	22	2003
	0000004950	2003/07/01	信越　／飛騨　／日本の旅３		日本の旅　３	小学館	291.4	ｼ	3	小学館	1966	165	18	2003
	0000004959	2003/04/14	漢詩大系　１　／詩経〈上〉		漢詩大系	高田　真治／	921	ｼ	1	集英社	1966	366	22	2003
	0000004962	2003/04/14	漢詩大系　１６　／宋詩選		漢詩大系	今関　天彭／	921	ｼ	16	集英社	1966	368	22	2003
	0000004963	2003/11/07	源氏物語評釈　別巻一／源氏物語研究			紫式部／玉上　琢彌	913.3	ﾀﾀ	別1	角川書店	1966	446	22	2003
	0000004996	2003/04/14	漢詩大系　２３　／王漁洋		漢詩大系	橋本　循	921	ｼ	23	集英社	1965	362	22	2003
	0000005001	2003/06/11	正法眼蔵／正法眼蔵随聞記　／日本古典文学大系　８１		日本古典文学大系　８１	西尾　實	188.84	ﾆﾐ	81	岩波書店	1965	491	22	2003
	0000005002	2003/11/07	源氏物語評釈　五／玉鬘〜野分			紫式部／玉上　琢彌	913.3	ﾀﾀ	5	角川書店	1965	491	22	2003
	0000005006	2003/12/11	世界美術全集　２３／民族美術		全集	角川書店	708	ｶ	23	角川書店	1965	246	27	2003
	0000005053	2003/07/19	ジャン・クリストフ　〈下〉　【縮訳版】		旺文社文庫	ロマン・ロラン／白井　健三郎．訳	953	ﾛ	下	旺文社	1966	524	15	2003
	0000005054	2003/07/19	ジャン・クリストフ　〈上〉　【縮訳版】		旺文社文庫	ロマン・ロラン／白井　健三郎．訳	953	ﾛ	上	旺文社	1966	475	15	2003
	0000005058	2003/05/24	図説　国民の歴史　１５／近代日本の百年／不景気の風吹く			日本近代史研究会．編	210.6	ﾆ	15	国文社	1965	111	30	2003
	0000005059	2003/05/24	図説　国民の歴史　１６／近代日本の百年／軍服が物を言う			日本近代史研究会．編	210.6	ﾆ	16	国文社	1965	111	30	2003
	0000005060	2003/05/24	図説　国民の歴史　１７／近代日本の百年／国民精神総動員			日本近代史研究会．編	210.6	ﾆ	17	国文社	1965	111	30	2003
