ISBN	rgtn	ukeymd	title	auth	pub	pub_year	page	size	series	cls1	cls2	cls3	ukeymd_1
9784-309418858	51914	2022/7/6	たけくらべ	樋口 一葉 著　松浦 理英子 訳　藤沢 周 訳　井辻 朱美 訳　阿部 和重 訳	河出書房新社	2022	243p	15cm	河出文庫　ま１－７	913.6	ヒ		202207
9784-309418865	51915	2022/7/6	にごりえ	樋口 一葉 著　伊藤 比呂美 訳　島田 雅彦 訳　多和田 葉子 訳　角田 光代 訳	河出書房新社	2022	260p	15cm	河出文庫　い４５－２	913.6	ヒ		202207
9784-309467504	51916	2022/7/6	水の墓碑銘	Ｐ．ハイスミス 著　柿沼 瑛子 訳	河出書房新社	2022	443p	15cm	河出文庫　ハ２－１９	933.7	ハ		202207
9784-297128012	51917	2022/7/6	今すぐ使えるかんたんＷｏｒｄ　＆　Ｅｘｃｅｌ　２０２１　Ｏｆｆｉｃｅ　２０２１／Ｍｉｃｒｏｓｏｆｔ　３６５両対応	技術評論社編集部 著　ＡＹＵＲＡ 著	技術評論社	2022	543p	24cm	Ｉｍａｓｕｇｕ　Ｔｓｕｋａｅｒｕ　Ｋａｎｔａｎ　Ｓｅｒｉｅｓ	007.6	イ		202207
9784-297127213	51918	2022/7/6	数学も英語も強くなる！直訳では伝わらない意外な数学英語たち	馬場 博史 著	技術評論社	2022	245p	19cm		410.7	バ		202207
9784-768459171	51919	2022/7/6	岐路に立つ「動物園大国」　動物たちにとっての「幸せ」とは？	太田 匡彦 著　北上田 剛 著　鈴木 彩子 著	現代書館	2022	205p	19cm		480.7	キ		202207
9784-768459133	51920	2022/7/6	千代田区一番一号のラビリンス	森 達也 著	現代書館	2022	382p	20cm		913.6	モ		202207
9784-344986558	51921	2022/7/6	フィンランドはなぜ「世界一幸せな国」になったのか	岩竹 美加子 著	幻冬舎	2022	238p	18cm	幻冬舎新書　い－３８－１	302.3	イ		202207
9784-344039155	51922	2022/7/6	マイクロスパイ・アンサンブル	伊坂 幸太郎 著	幻冬舎	2022	190p	20cm		913.6	ｲｻ		202207
9784-065170779	51923	2022/7/6	江戸で部屋さがし	菊地 ひと美 著・絵	講談社	2022	127p	21cm	Ｔｈｅ　Ｎｅｗ　Ｆｉｆｔｉｅｓ	383.9	キ		202207
9784-065268148	51924	2022/7/6	競争の番人	新川 帆立 著	講談社	2022	348p	19cm		913.6	ｼﾝ		202207
9784-065260777	51925	2022/7/6	ベイルート９６１時間　とそれに伴う３２１皿の料理	関口 涼子 著	講談社	2022	278p	19cm		955.7	ｾｷ		202207
9784-065280058	51926	2022/7/6	料理沖縄物語	古波蔵 保好 著	講談社	2022	270p	15cm	講談社文庫　こ９３－１	596.2	コ		202207
9784-065276198	51927	2022/7/6	歴史とは靴である	磯田 道史 著	講談社	2022	175p	15cm	講談社文庫　い１５０－１	210.0	イ		202207
9784-772614924	51928	2022/7/6	いのちのバトンをつなぎたい　世界の子どもの３人に１人は栄養不良	ワールド・ビジョン・ジャパン 編著	合同出版	2022	165p	22cm		611.3	イ		202207
9784-334914608	51929	2022/7/6	残心　凛の弦音	我孫子 武丸 著	光文社	2022	237p	19cm		913.6	ｱﾋ		202207
9784-334046118	51930	2022/7/6	なぜ日本からＧＡＦＡは生まれないのか	山根 節 著　牟田 陽子 著	光文社	2022	340p	18cm	光文社新書　１２０２	007.3	ヤ		202207
9784-771036079	51931	2022/7/6	誰も加害者を裁けない　京都・亀岡集団登校事故の遺族の１０年	広瀬 一隆 著	晃洋書房	2022	157p	19cm		681.3	ヒ		202207
9784-384060232	51932	2022/7/6	絶対「英語の耳」になる！リスニング５０のルール　改訂版	長尾 和夫 著　アンディ・バーガー 著	三修社	2022	213p	21cm		831.1	ナ		202207
9784-384050073	51933	2022/7/6	台湾人が毎日必ず話す台湾華語１８０	Ｌｉｌｙ　Ｌｉｎ 著　高向 敦子 著　九〇三 イラスト	三修社	2022	223p	21cm		828.3	リ		202207
9784-910680040	51934	2022/7/6	ＳＮＳ炎上なんてしないと思っている人が読むべき本	宮下 由多加 著　中澤 佑一 著	ジャムハウス	2022	146p	19cm		547.4	ミ		202207
9784-087880694	51935	2022/7/6	うまれることば、しぬことば	酒井 順子 著	集英社	2022	257p	19cm		914.6	ｻｶ		202207
9784-087443868	51936	2022/7/6	乙女の教室	美輪 明宏 著	集英社	2022	269p	16cm	集英社文庫　み６１－１	159.6	ミ		202207
9784-087717754	51937	2022/7/6	奇跡集	小野寺 史宜 著	集英社	2022	252p	19cm		913.6	ｵﾉ		202207
9784-086803533	51938	2022/7/6	後宮の烏　５	白川 紺子 著	集英社	2020	303p	15cm	集英社オレンジ文庫　し１－１８	913.6	ｼﾗ	5	202207
9784-086804004	51939	2022/7/6	後宮の烏　６	白川 紺子 著	集英社	2022	218p	15cm	集英社オレンジ文庫　し１－１９	913.6	ｼﾗ	6	202207
9784-086804417	51940	2022/7/6	後宮の烏　７	白川 紺子 著	集英社	2022	209p	15cm	集英社オレンジ文庫　し１－２０	913.6	ｼﾗ	7	202207
9784-087754629	51941	2022/7/6	ハロー・グッドバイ	小路 幸也 著	集英社	2022	268p	20cm	東京バンドワゴン　〔１７〕	913.6	ｼｮ		202207
9784-087754612	51942	2022/7/6	マスカレード・ゲーム = Masquerade Game	東野圭吾 著	集英社	2022	369p	19cm		913.6	ﾋｶﾞ		202207
9784-087212167	51943	2022/7/6	未完の敗戦	山崎 雅弘 著	集英社	2022	302p	18cm	集英社新書　１１１６	302.1	ヤ		202207
9784-087880755	51944	2022/7/6	メタバース　さよならアトムの時代	加藤 直人 著	集英社	2022	272p	19cm		547.4	カ		202207
9784-797680966	51945	2022/7/6	江戸藩邸へようこそ　三河吉田藩「江戸日記」	久住 祐一郎 著	集英社（発売）	2022	254p	18cm	インターナショナル新書　０９６	215.5	ク		202207
9784-420310949	51946	2022/7/6	紛争地のポートレート　「国境なき医師団」看護師が出会った人々	白川 優子 著	集英社（発売）	2022	252p	19cm		329.3	シ		202207
9784-883673605	51947	2022/7/6	女性のためのキャリアデザイン　２０歳のときに知っておいてほしいこと	安齋 徹 著　周藤 亜矢子 著	樹村房	2022	6 222p	19cm		366.3	ア		202207
9784-391157208	51948	2022/7/6	こねずに作れるベーカリーパン	池田 愛実 著	主婦と生活社	2022	88p	26cm		596.6	イ		202207
9784-845117604	51949	2022/7/6	１８歳成人になる前に学ぶ契約とお金の基本ルール　かしこい消費者になろう！	消費者教育支援センター 監修　さかなこうじ マンガ	旬報社	2023	107p	27cm		365	ジ		202207
9784-093115100	51950	2022/7/6	失敗しないためのジェンダー表現ガイドブック	新聞労連ジェンダー表現ガイドブック編集チーム 著	小学館	2022	254p	19cm		367.2	シ		202207
9784-093866408	51951	2022/7/6	人面島	中山 七里 著	小学館	2022	300p	20cm		913.6	ﾅｶ		202207
9784-093866453	51952	2022/7/6	宙ごはん	町田 そのこ 著	小学館	2023	365p	20cm		913.6	マ		202207
9784-395321773	51953	2022/7/6	画文でわかるモダニズム建築とは何か	藤森 照信 文　宮沢 洋 画	彰国社	2022	126p	21cm		523.0	フ		202207
9784-794973153	51954	2022/7/6	宗教対立がわかると「世界史」がかわる	島田 裕巳 著	晶文社	2022	317p	19cm		162	シ		202207
9784-101209623	51955	2022/7/6	死にゆく者の祈り	中山 七里 著	新潮社	2022	414p	16cm	新潮文庫　な－９８－２	913.6	ナ		202207
9784-101484228	51956	2022/7/6	肖像彫刻家	篠田 節子 著	新潮社	2022	406p	16cm	新潮文庫　し－３８－１１	913.6	ｼﾉ		202207
9784-101281926	51957	2022/7/6	ノモレ	国分 拓 著	新潮社	2022	382p	16cm	新潮文庫　こ－５９－２	382.6	コ		202207
9784-105901806	51958	2022/7/6	春	アリ・スミス 著　木原 善彦 訳	新潮社	2022	331p	20cm	ＣＲＥＳＴ　ＢＯＯＫＳ	933.7	ｽﾐ		202207
9784-787292667	51959	2022/7/6	旅行ライターになろう！	野添 ちかこ 著	青弓社	2022	240p	19cm		291.0	ノ		202207
9784-416522165	51960	2022/7/6	ＳＤＧｓの教科書　１０代からの地球の守り方	フジテレビＣＳＲ・ＳＤＧｓ推進プロジェクト 編　池上 彰 ほか著	誠文堂新光社	2022	340p	18cm		333.8	エ		202207
9784-416522530	51961	2022/7/6	フランス人はたくさん仕込んで３度愉しむ。	上田 淳子 著	誠文堂新光社	2022	127p	26cm		596.2	ウ		202207
9784-324111062	51962	2022/7/6	厨房で見る夢　在日ネパール人コックと家族の悲哀と希望	ビゼイ・ゲワリ 著　田中 雅子 監訳・編著	ぎょうせい（発売）	2022	192p	19cm		334.4	ゲ		202207
9784-058017517	51963	2022/7/6	世界のカレー図鑑　１０１の国と地域のカレー＆スパイス料理を食の雑学とともに解説	地球の歩き方編集室 編集	学研プラス（発売）	2022	223p	21cm	地球の歩き方ＢＯＯＫＳ　Ｗ１２	383.8	セ		202207
9784-480074799	51964	2022/7/6	だからフェイクにだまされる　進化心理学から読み解く	石川 幹人 著	筑摩書房	2022	205p	18cm	ちくま新書　１６５２	140	イ		202207
9784-480074683	51965	2022/7/6	パンデミック監視社会	デイヴィッド・ライアン 著　松本 剛史 訳	筑摩書房	2022	249p	18cm	ちくま新書　１６３９	007.3	ラ		202207
9784-480437983	51966	2022/7/6	ベルリンは晴れているか	深緑 野分 著	筑摩書房	2022	537p	15cm	ちくま文庫　ふ５６－１	913.6	フ		202207
9784-480511218	51967	2022/7/6	琉球の富	柳 宗悦 著　日本民藝館 監修	筑摩書房	2022	381p	15cm	ちくま学芸文庫　ヤ２２－４	702.1	ヤ		202207
9784-480437327	51968	2022/7/6	ロシア文学の食卓	沼野 恭子 著	筑摩書房	2022	260p 図版32p	15cm	ちくま文庫　ぬ１－１	980.4	ヌ		202207
9784-502425516	51969	2022/7/6	アルバイトから学ぶ仕事入門　第２版	佐野 薫 編著　江利川 良枝 編著　高木 直人 編著　岡田 一範 著　紙 博文 著　豊岡 博 著　渡部 仁彦 著　奥田 悠加 著　山下 ひとみ 著　福井 康人 著	中央経済グループパブリッシング（発売）	2022	2 7 202p	21cm		366	ア		202207
9784-120055218	51970	2022/7/6	99年、ありのままに生きて	瀬戸内寂聴 著	中央公論新社	2022	293p	19cm		914.6	ｾﾄ		202207
9784-122072015	51971	2022/7/6	数学の世界	森 毅 著　竹内 啓 著	中央公論新社	2022	342p	16cm	中公文庫　も３２－２	410.4	モ		202207
9784-122071933	51972	2022/7/6	中央線小説傑作選	南陀楼綾繁 編　内田 百間 ほか著	中央公論新社	2022	336p	16cm	中公文庫　な７８－１	913.6	チ		202207
9784-806716341	51973	2022/7/6	見て・考えて・描く自然探究ノート　ネイチャー・ジャーナリング	ジョン・ミューア・ロウズ 著　杉本 裕代 訳　吉田 新一郎 訳	築地書館	2022	291p	21cm		407	ロ		202207
9784-806917670	51974	2022/7/6	チェスを初めてやる人の本	小島 慎也 監修	つちや書店	2022	174p	19cm		796.9	チ		202207
9784-887246621	51975	2022/7/6	英語スピーキング入門　パターンで攻略	森 秀夫 著　アンドリュー・ニコライ・ストラック 著	ＤＨＣ	2022	283p	21cm		837.8	モ		202207
9784-799328392	51976	2022/7/6	おいしいルール　Ｅａｓｙ　＆　Ｅｎｊｏｙ　Ｃｏｏｋｉｎｇ	若山 曜子 著	ディスカヴァー・トゥエンティワン	2022	199p	23cm		596	ワ		202207
9784-635823678	51977	2022/7/6	鉄道好きのための法律入門　ルールを守って鉄道を気持ちよく乗る・楽しむ	小島 好己 著	山と溪谷社（発売）	2022	157p	19cm		686.1	コ		202207
9784-635823975	51978	2022/7/6	みのり菓子　旅するようにお菓子をつくる	小林 優子 著	山と溪谷社（発売）	2022	159p	21cm		596.6	コ		202207
9784-487815722	51979	2022/7/6	気候危機がサクッとわかる本	森 朗 監修　森田 正光 監修　ウェザーマップ 著	東京書籍	2022	203p	19cm		451.8	キ		202207
9784-488011130	51980	2022/7/6	あの図書館の彼女たち	ジャネット・スケスリン・チャールズ 著　高山 祥子 訳	東京創元社	2022	460p	19cm		933.7	ﾁｬ		202207
9784-488554064	51981	2022/7/6	ヴェネツィアの陰の末裔	上田 朔也 著	東京創元社	2022	444p	15cm	創元推理文庫　Ｆう１－１	913.6	ｳｴ		202207
9784-488803025	51982	2022/7/6	うつくしが丘の不幸の家	町田 そのこ 著	東京創元社	2022	283p	15cm	創元文芸文庫　ＬＡま１－１	913.6	マ		202207
9784-488153151	51983	2022/7/6	南の子供たち	Ｓ．Ｊ．ローザン 著　直良 和美 訳	東京創元社	2022	419p	15cm	創元推理文庫　Ｍロ３－１４	933.7	ロ		202207
9784-130133166	51984	2022/7/6	飛ばないトカゲ　ようこそ！サイエンスの「森」へ	小林 洋美 著	東京大学出版会	2022	12 208p	19cm		460.4	コ		202207
9784-862576156	51985	2022/7/6	フリーランスの生活をぶっちゃけてみました。　結婚しない！営業しない！後悔しない！	大塚 さやか 著	内外出版社	2022	135p	21cm		590.4	オ		202207
9784-296113552	51986	2022/7/6	手術をする外科医はなぜ白衣を着ないのか？　色の不思議を科学する	入倉 隆 著	日経ＢＰマーケティング（発売）	2022	196p	19cm		141.2	イ		202207
9784-537219791	51987	2022/7/6	ゼロからわかる知らないと損する行動経済学	ポーポー・ポロダクション 著	日本文芸社	2022	191p	19cm		331	ゼ		202207
9784-560098899	51988	2022/7/6	ヴェルサイユ宮殿に暮らす　優雅で悲惨な宮廷生活	ウィリアム・リッチー・ニュートン 著　北浦 春香 訳	白水社	2022	243p	19cm		235.0	ニ		202207
9784-562071517	51989	2022/7/6	古代中国の日常生活　２４の仕事と生活でたどる１日	荘 奕傑 著　小林 朋則 訳	原書房	2022	297p	20cm		222.0	ソ		202207
9784-569902036	51990	2022/7/6	お金の流れで見る明治維新	大村 大次郎 著	ＰＨＰ研究所	2022	246p	15cm	ＰＨＰ文庫　お８４－２	332.1	オ		202207
9784-569902012	51991	2022/7/6	きたきた捕物帖	宮部 みゆき 著	ＰＨＰ研究所	2022	441p	15cm	ＰＨＰ文芸文庫　み１－１９	913.6	ミ		202207
9784-833142960	51992	2022/7/6	名古屋で見つける化石・石材ガイド	西本 昌司 著	風媒社	2022	151p	21cm	爽ＢＯＯＫＳ	524.2	ニ		202207
9784-594090821	51993	2022/7/6	レオ・ブルース短編全集	レオ・ブルース 著　小林 晋 訳	扶桑社	2022	396 3p	16cm	扶桑社ミステリー　フ４２－５	933.7	ブ		202207
9784-575245202	51994	2022/7/6	夏鳥たちのとまり木	奥田亜希子 著	双葉社	2022	206p	20cm		913.6	ｵｸ		202207
9784-575244984	51995	2022/7/6	夏の体温	瀬尾 まいこ 著	双葉社	2022	177p	20cm		913.6	ｾｵ		202207
9784-829508350	51996	2022/7/6	江戸の道具図鑑　暮らしを彩る道具の本	飯田 泰子 著	芙蓉書房出版	2022	229p	22cm		383.9	イ		202207
9784-866514956	51997	2022/7/6	まっすぐだけが生き方じゃない　木に学ぶ６０の知恵	リズ・マーヴィン 文　アニー・デービッドソン 絵　栗田 佳代 訳　吉村 謙一 監修	文響社	2022	127p	19cm		653.2	マ		202207
9784-166613533	51998	2022/7/6	いまさら聞けないキリスト教のおバカ質問	橋爪 大三郎 著	文藝春秋	2022	222p	18cm	文春新書　１３５３	190	ハ		202207
9784-167918446	51999	2022/7/6	オールドレンズの神のもとで	堀江 敏幸 著	文藝春秋	2022	207p	16cm	文春文庫　ほ２６－１	913.6	ホ		202207
9784-163915159	52000	2022/7/6	香君　上　西から来た少女	上橋 菜穂子 著	文藝春秋	2022	435p	20cm		913.6	ｳｴ	１	202207
9784-163915166	52001	2022/7/6	香君　下　遥かな道	上橋 菜穂子 著	文藝春秋	2022	460p	20cm		913.6	ｳｴ	2	202207
9784-163915425	52002	2022/7/6	全力でアナウンサーしています。	吉川圭三 著	文藝春秋	2022	188p	19cm		913.6	ﾖｼ		202207
9784-163915234	52003	2022/7/6	ついでにジェントルメン = Tired of taking a backseat to gentlemen	柚木麻子 著	文藝春秋	2022	260p	20cm		913.6	ﾕｽﾞ		202207
